            exp1	            exp2	           exp10	          exp100	
         1.58217	        0.976308	        0.764179	        0.890876	
         1.12092	          1.1612	        0.714262	         0.91875	
        0.657317	        0.564153	         0.54776	        0.969347	
        0.291681	        0.519764	         1.16305	        0.903412	
        0.409175	        0.586214	        0.697351	        0.966058	
       0.0607272	        0.460357	          1.3877	         1.02937	
         2.08636	          1.3086	         1.01871	        0.976015	
         2.08479	         1.14909	        0.484077	        0.983527	
         1.39229	        0.861776	         1.09784	        0.975096	
        0.191584	        0.408153	        0.695531	        0.916919	
        0.162822	        0.143115	        0.981947	         1.07896	
        0.503365	         0.33398	         1.26716	        0.941232	
       0.0748737	        0.472222	        0.717202	         1.04285	
          3.7802	         2.42551	         1.75238	         1.10142	
        0.492873	        0.275863	         1.32604	        0.989843	
        0.428746	         1.05902	         1.22848	        0.946427	
        0.621846	         0.34608	        0.634496	         1.07936	
        0.211968	         1.17606	         1.00497	        0.831957	
        0.445249	        0.558754	         0.79758	        0.913767	
        0.641081	         1.13893	         1.39204	         1.13732	
        0.811039	        0.536432	        0.798669	         1.00658	
         1.21659	        0.750144	        0.732481	        0.972788	
        0.373105	        0.657866	        0.777338	        0.946556	
           2.863	         1.60481	         1.24941	        0.945112	
       0.0626649	        0.201943	        0.690053	         0.94271	
         0.75374	         1.16674	          1.2074	         1.11694	
         2.46092	         1.54971	         1.08156	         1.08266	
         1.36834	         1.07399	         1.12003	         1.02234	
        0.705708	        0.447194	        0.870607	         1.02434	
        0.546284	        0.302859	        0.765384	         1.04325	
         1.05434	         0.75432	         1.30717	         1.16508	
          2.9365	         2.13115	         1.22201	        0.854348	
         1.73961	        0.989643	         1.19858	         1.04257	
        0.645755	        0.522029	         1.00368	         1.15369	
         1.35811	         2.28258	         1.38686	         1.04155	
          1.3639	         1.12766	        0.928999	          1.0434	
         0.48354	        0.643265	        0.766823	         1.02806	
          0.7044	        0.705435	        0.785504	         1.09477	
        0.929017	        0.593809	        0.682167	        0.944979	
        0.906518	         1.61908	        0.943482	        0.998227	
        0.880779	         1.12172	        0.923098	        0.973431	
         1.45644	         1.52972	         1.35088	         1.16938	
         1.39642	        0.945145	        0.876621	         1.02928	
         4.64841	         3.12996	          1.5366	        0.968355	
         2.07927	         1.71006	         1.05001	         1.05656	
         2.00012	         1.11455	        0.935788	         1.25683	
         1.73905	        0.881838	         1.19958	         1.04429	
          1.4921	         1.06552	         1.09838	        0.943425	
         1.48736	        0.972618	        0.785736	         1.04466	
        0.752864	        0.462869	        0.501063	        0.925633	
        0.750931	         2.47119	         1.42598	         1.18828	
           1.067	         1.34314	         1.00826	        0.910198	
        0.122463	         1.29742	         1.28721	        0.889247	
        0.875745	        0.448906	        0.667734	        0.969295	
        0.378433	        0.871979	        0.617826	        0.881173	
        0.279432	        0.565506	         1.08183	        0.963982	
       0.0118787	        0.501469	        0.821135	         1.10312	
        0.122748	        0.941277	          1.1579	         1.02664	
          1.2119	         1.57811	         1.10293	         0.98292	
          1.1393	         1.11058	         0.99596	         1.05262	
        0.237882	        0.421948	         0.87812	         1.14593	
         1.37893	        0.701551	          1.4447	         1.12165	
        0.910268	         1.95824	         1.45092	         1.04994	
         1.31252	        0.846127	         1.57707	          1.0553	
        0.814505	        0.754632	         1.29634	        0.967311	
        0.513048	        0.537356	        0.927364	        0.786043	
        0.949112	        0.688865	         1.16071	          1.0245	
         1.09244	         1.27896	        0.832828	         1.04633	
        0.519157	        0.322384	        0.287948	        0.822545	
        0.232133	        0.578867	        0.810354	         1.05055	
        0.134518	         0.23948	        0.920091	        0.971019	
        0.105846	         1.59444	         1.48673	         1.39384	
        0.676313	         1.89003	         1.38667	         1.13346	
         1.47497	         1.56464	         1.24304	        0.999036	
        0.348492	        0.998419	        0.776963	        0.985517	
        0.316499	        0.273029	        0.735979	        0.846219	
         0.12597	        0.384231	        0.822742	        0.899461	
      0.00222931	        0.126832	        0.446437	        0.821411	
         6.57891	         3.63553	          1.8117	        0.900419	
        0.241337	         1.31734	         1.28593	          1.1779	
        0.380016	        0.307318	        0.654181	         0.90568	
         1.57153	         1.19534	          1.6256	        0.980141	
         5.05462	          2.8748	         1.22526	         1.15625	
         1.54124	         1.90382	        0.832077	         0.96107	
        0.316958	        0.394789	        0.489592	         1.16401	
        0.262302	        0.330634	        0.935304	         1.03742	
          1.2888	        0.844346	        0.817734	         1.09601	
        0.101895	         1.76754	        0.864888	         1.06181	
        0.887565	        0.744175	         1.75124	         1.03335	
        0.460155	        0.364108	        0.519782	         1.08681	
        0.247798	        0.548804	        0.838287	        0.894368	
       0.0367495	        0.401529	         1.04082	        0.953989	
        0.779549	         0.42239	         1.02371	        0.834746	
        0.212411	        0.247854	         1.50133	         1.09043	
        0.247697	          0.7355	        0.631308	        0.885909	
          0.8014	        0.935235	         1.20388	        0.885962	
